Name,City,Rating,Latitude,Longitude
IZI HOTEL,Bogor,4.1,-6.60516,106.8127547
Swiss-Belcourt Bogor,Bogor,4.7,-6.5560493,106.7826803
D'Anaya Hotel Bogor,Bogor,4.4,-6.6063075,106.811322
The 1O1 Bogor Suryakancana,Bogor,4.6,-6.607806800000001,106.8023158
Santika Bogor Hotel,Bogor,4.4,-6.6011982,106.8068552
Eastern Hotel Bojonegoro,Bojonegoro,4.6,-7.1599206,111.8982678
ASTON Bojonegoro City Hotel,Bojonegoro,4.5,-7.147231000000001,111.874841
Dewarna Hotel & Convention,Bojonegoro,4.3,-7.161971899999999,111.8975266
favehotel Sudirman Bojonegoro,Bojonegoro,4.4,-7.1522881,111.8743458
RedDoorz Plus @ Jalan Pemuda Timur Bojonegoro,Bojonegoro,3.9,-7.152703799999999,111.8924656
MCM Hotel Wisata Bojonegoro,Bojonegoro,4.4,-7.1532524,111.8977486
Nirwana Hotel,Bojonegoro,4.2,-7.1678782,111.8954194
RedDoorz near Bojonegoro Train Station,Bojonegoro,3.8,-7.158237,111.8788863
Hotel Bonero Residence,Bojonegoro Regency,4.1,-7.1446632,111.8283534
Matoh Guesthouse,Bojonegoro,4.4,-7.165302400000001,111.8947391
RedDoorz Plus Syariah @ Lotus Hotel Bojonegoro,Bojonegoro,3.9,-7.150842399999999,111.8874781
RedDoorz Syariah near Alun-Alun Bojonegoro,Bojonegoro,4.3,-7.156023999999999,111.8914914
Pazia Exlclusive Karaoke & Hotel,Bojonegoro,4.2,-7.161002400000001,111.8974793
RedDoorz Premium @ Jalan Veteran Bojonegoro,Bojonegoro,4.8,-7.1619615,111.8974949
Hotel Everbright Bojonegoro,Bojonegoro,4.7,-7.1687599,111.8940567
Hotel Bojonegoro,Bojonegoro,3.7,-7.158207399999999,111.8788944
Grand Olympic Hotel & Restaurant,Bojonegoro,3.9,-7.161997,111.8980082
Hotel Layung,Bojonegoro,4.2,-7.1304921,111.7776806
Airy Veteran 55 Bojonegoro,Bojonegoro,4.5,-7.162110200000001,111.8974739
edOTEL SIGMA BOJONEGORO,Bojonegoro,4.9,-7.165172000000001,111.8769979
Hotel Sutanraja Kotamobagu,Kotamobagu City,4.3,0.7258411,124.324954
RedDoorz @ Lolak Bolaang Mongondow,Bolaang Mongondow Regency,3.8,0.882084,124.0318867
Hotel Mulia Lolak,Bolaang Mongondow,4.7,0.882613,124.0267222
NAULAS RESORT,North Bolaang Mongondow Regency,4.5,0.8586955,123.3215818
Hotel Atlantic,Bolaang Mongondow Regency,4.2,0.910466,124.0969835
Hotel Senator,Kotamobagu City,3.8,0.740097,124.3186479
Hotel Sapadia,Kotamobagu City,3.6,0.7394217,124.3220763
Bogani-Homestay,South Bolaang Mongondow Regency,4.9,0.348852,123.8900173
Hotel Funramah,Kotamobagu,4.2,0.740179,124.314037
"Hotel TOTABUAN, Inobonto Bolmong",Bolaang Mongondow,4.2,0.9174416,124.1081464
Endang Rahayu,Kotamobagu,3.9,0.7447176999999999,124.3142841
MIRAJ HOTEL KOTAMOBAGU,Kotamobagu,4.8,0.7362077,124.3227519
Hotel Tentram,Bolaang Mongondow,4.0,0.7376075999999999,124.3085545
Penginapan Tepi Laut,Bolaang Mongondow Regency,4.3,0.9198255,124.0960839
Efthree Homestay and clinik + Apotek ( drg. Haris mongilong ),Kotamobagu,4.9,0.735694,124.3066443
Rosella Inn Tutuyan,East Bolaang Mongondow Regency,4.3,0.7626037999999999,124.614386
Rafika Hotel,Bolaang Mongondow Utara,4.1,0.9061043,123.2633051
Tamasya Garden Hotel,Kotamobagu City,4.0,0.7400087,124.3163122
My HOTEL,Kotamobagu City,3.7,0.740198,124.315094
the DREAM Hotel-kotamobagu,Kotamobagu,3.6,0.7398253,124.3213887
Bogani-Homestay,South Bolaang Mongondow Regency,4.9,0.348852,123.8900173
Hotel Sapadia,Kotamobagu City,3.6,0.7394217,124.3220763
NAULAS RESORT,North Bolaang Mongondow Regency,4.5,0.8586955,123.3215818
Guest House Pemkab Bolsel,South Bolaang Mongondow Regency,4.3,0.3824866,123.9845988
Penginapan Fauzan,South Bolaang Mongondow Regency,4.1,0.3829707,123.9834076
Hotel Mulia Lolak,Bolaang Mongondow,4.7,0.882613,124.0267222
RedDoorz @ Lolak Bolaang Mongondow,Bolaang Mongondow Regency,3.8,0.882084,124.0318867
Rosella Inn Tutuyan,East Bolaang Mongondow Regency,4.3,0.7626037999999999,124.614386
"Hotel TOTABUAN, Inobonto Bolmong",Bolaang Mongondow,4.2,0.9174416,124.1081464
Rafika Hotel,Bolaang Mongondow Utara,4.1,0.9061043,123.2633051
Hotel Cahaya Pelangi,East Bolaang Mongondow Regency,3.9,0.7772888,124.6199155
Tamasya Garden Hotel,Kotamobagu City,4.0,0.7400087,124.3163122
Shanios Hotel,Bolaang Mongondow Utara,4.2,0.8786451,123.5519043
Penginapan Tepi Laut,Bolaang Mongondow Regency,4.3,0.9198255,124.0960839
Hotel Boroko,North Bolaang Mongondow Regency,3.9,0.905875,123.2567089
Modoinding Lodge,Minahasa Selatan,4.6,0.7988503,124.4495146
GG HOTEL,Kotamobagu City,3.6,0.7255515,124.2935614
My HOTEL,Kotamobagu City,3.7,0.740198,124.315094
BRENDA HOTEL,Kotamobagu City,4.0,0.7382293,124.3160206
Hotel Kotamobagu,Kotamobagu,3.9,0.7446785,124.3142545
Hotel Sutanraja Kotamobagu,Kotamobagu City,4.3,0.7258411,124.324954
Hotel Sapadia,Kotamobagu City,3.6,0.7394217,124.3220763
Rosella Inn Tutuyan,East Bolaang Mongondow Regency,4.3,0.7626037999999999,124.614386
Hotel Funramah,Kotamobagu,4.2,0.740179,124.314037
MIRAJ HOTEL KOTAMOBAGU,Kotamobagu,4.8,0.7362077,124.3227519
Hotel Cahaya Pelangi,East Bolaang Mongondow Regency,3.9,0.7772888,124.6199155
NAULAS RESORT,North Bolaang Mongondow Regency,4.5,0.8586955,123.3215818
Tamasya Garden Hotel,Kotamobagu City,4.0,0.7400087,124.3163122
Endang Rahayu,Kotamobagu,3.9,0.7447176999999999,124.3142841
Hotel Tentram,Bolaang Mongondow,4.0,0.7376075999999999,124.3085545
the DREAM Hotel-kotamobagu,Kotamobagu,3.6,0.7398253,124.3213887
Efthree Homestay and clinik + Apotek ( drg. Haris mongilong ),Kotamobagu,4.9,0.735694,124.3066443
Hotel Mulia Lolak,Bolaang Mongondow,4.7,0.882613,124.0267222
BRENDA HOTEL,Kotamobagu City,4.0,0.7382293,124.3160206
RedDoorz @ Lolak Bolaang Mongondow,Bolaang Mongondow Regency,3.8,0.882084,124.0318867
Hotel Totabuan Citawaya Kotamobagu,Kotamobagu,4.1,0.728737,124.306555
Hotel Atlantic,Bolaang Mongondow Regency,4.2,0.910466,124.0969835
My HOTEL,Kotamobagu City,3.7,0.740198,124.315094
Ramayana Hotel & Resort,Kotamobagu,3.7,0.7368737,124.3075317
Modoinding Lodge,Minahasa Selatan,4.6,0.7988503,124.4495146
NAULAS RESORT,North Bolaang Mongondow Regency,4.5,0.8586955,123.3215818
Rafika Hotel,Bolaang Mongondow Utara,4.1,0.9061043,123.2633051
Try Putra Hotel,North Bolaang Mongondow Regency,3.9,0.9067287,123.2736166
Hotel Boroko,North Bolaang Mongondow Regency,3.9,0.905875,123.2567089
Hotel De Keakar,North Bolaang Mongondow Regency,3.9,0.9058056,123.2623461
Shanios Hotel,Bolaang Mongondow Utara,4.2,0.8786451,123.5519043
RedDoorz @ Lolak Bolaang Mongondow,Bolaang Mongondow Regency,3.8,0.882084,124.0318867
Hotel Mulia Lolak,Bolaang Mongondow,4.7,0.882613,124.0267222
The Hut On A Hill. Stay For An Impact!,North Bolaang Mongondow Regency,0.0,0.8989377,123.3794461
Rosella Inn Tutuyan,East Bolaang Mongondow Regency,4.3,0.7626037999999999,124.614386
"Hotel TOTABUAN, Inobonto Bolmong",Bolaang Mongondow,4.2,0.9174416,124.1081464
Guest House Pemkab Bolsel,South Bolaang Mongondow Regency,4.3,0.3824866,123.9845988
Penginapan Tepi Laut,Bolaang Mongondow Regency,4.3,0.9198255,124.0960839
Tamasya Garden Hotel,Kotamobagu City,4.0,0.7400087,124.3163122
Hotel Cahaya Pelangi,East Bolaang Mongondow Regency,3.9,0.7772888,124.6199155
BRENDA HOTEL,Kotamobagu City,4.0,0.7382293,124.3160206
Gorontalo Inn Hotel,Gorontalo,4.3,0.5352988,123.0636925
Hotel Kotamobagu,Kotamobagu,3.9,0.7446785,124.3142545
HOTEL BIDADARI,North Gorontalo Regency,3.1,0.8396635,122.91362
Hotel Bidadari,North Gorontalo Regency,2.9,0.8052452000000001,122.8854378
Hotel Persada Bombana,Bombana,4.2,-4.7752777,122.0496436
NES_inn HOTEL,Muna,4.4,-4.8227413,122.7200858
Noer Hotel,Bombana Regency,5.0,-5.2647507,121.7963248
Hotel Grand Lampusui,Bombana Regency,3.9,-4.7661069,122.0402577
Oasis Hotel,Bombana Regency,4.0,-4.7739154,122.0495101
Hotel Febry,Bombana Regency,4.3,-4.7669291,122.0400543
Hotel Pandawa Bombana,Bombana,4.1,-4.775327400000001,122.0536126
Hotel Mulia (Kuda Putih),Bombana Regency,4.1,-4.781981,121.5825567
Hotel Dewi,Bombana Regency,3.4,-5.2631384,121.7953783
Hotel fauzi,Bombana,4.2,-4.829379299999999,121.8026871
Hotel Rahmat,Bombana,4.0,-4.7773507,122.0473078
Hotel Zam-Zam 1 Doule,Bombana Regency,3.8,-4.773441,122.0453248
Hotel Iqrah Bombana,Bombana Regency,5.0,-4.7756889,122.0507257
Hotel Umega Syariah,Bombana Regency,4.2,-4.7763835,122.0534173
Hotel Istana,Bombana Regency,3.4,-4.7811021,122.0557257
Hotel Nirwana,Bombana,4.0,-4.8216367,121.6689342
Hotel Sombaya,Muna Regency,4.2,-4.8174581,122.7343387
Hotel La Bandera,Buton Regency,4.0,-5.3316458,122.3327556
Hotel Lambelu,Bau-Bau City,3.7,-5.4596075,122.6288374
DreamLand Hotel & Lounge Bondowoso,Bondowoso,4.6,-7.927616199999999,113.8258669
Grand Padis Hotel,Bondowoso,4.5,-7.916020499999999,113.8198869
Ijen View Hotel Resort & Restaurant,Bondowoso,4.4,-7.928896099999999,113.8241424
Hotel Palm,Bondowoso,4.1,-7.916985700000001,113.8190816
RedDoorz Syariah @ Bondowoso City Center,Bondowoso,4.2,-7.909723199999998,113.8270699
Salsabila Sweet Home And Capsule Syariah,Bondowoso,4.6,-7.917831000000001,113.8141772
Baratha Hotel & Resto,Bondowoso,4.4,-7.9093255,113.8103867
Hotel Slamet Bondowoso,Bondowoso,3.8,-7.912522499999999,113.8257036
Ijen Bondowoso Homestay,Bondowoso,4.2,-7.911757600000001,113.8205075
Grand Hotel Bondowoso,Bondowoso,4.4,-7.909845600000001,113.8257071
ALISTA HOMESTAY,Bondowoso,4.3,-7.9184334,113.7929697
Riverside Homestay,Bondowoso,4.7,-7.9318705,113.8245337
Anugerah Hotel Bondowoso,Bondowoso,3.9,-7.9168959,113.8207121
Karona Homestay,Banyuwangi,4.6,-8.0760571,114.222168
Kinanti Hotel,Bondowoso,3.5,-7.931075,113.82228
Catimore Homestay Blawan,Bondowoso,3.7,-7.9886463,114.16986
Hotel Wisata Ijen,Bondowoso,4.3,-7.846588299999999,113.9396227
Hotel Baru,Bondowoso,4.8,-7.9110424,113.8246731
Bondowoso Hostel,Bondowoso,4.2,-8.0067276,113.826493
Bondowoso Ijen Bamboo Homestay,Bondowoso,4.1,-7.915779799999999,113.8309175
éL Hotel Malang,Malang,4.2,-7.9022006,112.6056572
Front One Boutique Baluran Malang,Malang,4.7,-7.966195699999998,112.6261791
hotel,Malang,5.0,-7.933957599999999,112.6005018
Hotel,Malang,0.0,-7.942949,112.6170378
THE 1O1 Malang OJ,Malang,4.6,-7.968167399999999,112.6354586
Splendid Inn Hotel,Malang,4.2,-7.9776187,112.633284
DE LAIA INN MALANG,Malang,4.2,-7.943645199999999,112.6180731
Ascent Premiere Hotel and Convention,Malang,4.4,-7.9953679,112.6329354
Ed Ning Hotel,Malang,4.1,-7.970432499999999,112.6078722
Urbanview Hotel de Kopen Malang,Malang,4.2,-7.9661112,112.6392418
Same Hotel,Malang,4.3,-7.9725052,112.6337986
Maxone Ascent Hotel,Malang,4.4,-7.965876599999999,112.6338801
Three Eight Front One Boutique Hotel Batu,Batu,4.5,-7.8678684,112.5103175
De'Lobby - Suite Hotel,Batu,4.5,-7.879513999999999,112.5339888
De'Boutique Style Hotel,Malang,4.5,-7.9628241,112.6316235
Regent's Park Hotel Malang,Malang,4.3,-7.969847100000001,112.6327842
Sans Hotel Fif Fa Premiere Malang by RedDoorz,Malang,3.7,-7.9582704,112.6111671
Hotel Tugu Malang,Malang,4.7,-7.977163200000001,112.6329115
Batu Hotel's Reservation,Malang,0.0,-7.973625499999999,112.6541623
Hotel,Malang City,0.0,-7.9509759,112.6136814
Maqna Hotel by Prasanthi,Bone Bolango,4.3,0.5379014,123.0626568
Shava Beach Resort,Bone Bolango,4.3,0.4624014,123.1142284
Yulia Hotel Managed by HIG,Gorontalo,4.6,0.5341648,123.0603213
ASTON Gorontalo Hotel & Villas,Gorontalo,4.8,0.5441459,123.0504043
Grand Q Hotel Gorontalo,Gorontalo,4.4,0.5338608,123.0603311
Hotel Amaris Gorontalo,Gorontalo,4.2,0.5366268,123.0632947
Sunset Homestay by Harry and Mimin,Gorontalo Regency,4.8,0.6103225999999999,123.0149287
Hotel imperial,Gorontalo,4.2,0.5384896,123.0587802
HOTEL TOEWAWA - SUWAWA,Bone Bolango Regency,4.6,0.5340528999999999,123.1350247
The Garden Hotel,Gorontalo,4.0,0.5357189,123.0640025
Sunrise Hotel,Gorontalo,4.3,0.5382038,123.0638634
Century Beach Resort,Gorontalo,4.2,0.4881869,123.0814277
Millinov Boutique Hotel Gorontalo,Gorontalo,4.3,0.5527008999999999,123.0542911
Hotel Eljie Syariah Gorontalo,Gorontalo,4.0,0.5539451000000001,123.052566
Grand City Hotel,Gorontalo,4.1,0.5398339,123.0612401
Ferryzon Hotel,Gorontalo,3.8,0.5365118999999999,123.0638705
New Melati Hotel,Gorontalo,4.5,0.5300102999999999,123.0587691
RedDoorz Plus Syariah @ Pentadio Gorontalo,Gorontalo Regency,4.2,0.6190167999999999,123.0127685
Hotel Sumber Ria,Gorontalo,4.2,0.5436808,123.0596013
Hotel Varia,Gorontalo,4.1,0.5403616000000001,123.0544494
Bintang Hotel Sintuk,Bontang City,4.1,0.160026,117.473509
Hotel Grand Mutiara,Bontang City,3.7,0.1692645,117.4590971
Equator Hotel,Bontang,4.2,0.1858178,117.4757408
Gembira Hotel,Bontang City,4.3,0.1168988,117.4799094
Hotel Andika bontang,Bontang City,4.0,0.1165345,117.4798538
Tiara Surya Hotel,Bontang City,3.8,0.1345881,117.4792929
Grand Raodah Hotel,Bontang City,3.8,0.1350165,117.4893513
Guest House Minimalis Bontang (cabang BTN PKT),Bontang,4.9,0.136528,117.4859324
AlasDjati Guest House,Bontang,5.0,0.1318179,117.4824447
Hotel Raodah 2 Bontang,Bontang,3.8,0.1358009,117.4813696
"Guest House Badak LNG,Bontang,Kaliantan Timur",Bontang,4.5,0.116586,117.4625552
OYO 3692 Hotel Akbar,Bontang City,3.9,0.1293884,117.4835703
Omah Ijo Guest House,Bontang,4.4,0.1421528,117.4953014
Surya Raya Hotel,Bontang City,4.1,0.1212754,117.4966487
Hotel surdirman,Bontang City,3.9,0.1164438,117.4808032
Borneo Hotel,Bontang,4.0,0.1137832,117.4814495
Hotel Sederhana,Bontang,3.7,0.1326769,117.4899126
Marina Hotel,Bontang City,3.9,0.1217903,117.4969139
Guest House Minimalis Bontang,Bontang,5.0,0.145737,117.4721368
Hotel NG,Kutai Timur,3.8,0.1415787,117.4302575
Hotel Idaman,Boven Digoel Regency,3.6,-6.1143736,140.3221803
Grand Family Hotel,Boven Digoel,4.8,-6.1022902,140.3181429
Hotel Honai,Boven Digoel Regency,4.0,-6.0998412,140.3198032
"Valentine Hotel, Cafe, n Penginapan",Boven Digoel Regency,4.2,-6.0973882,140.3059284
Hotel Tanah Merah,Boven Digoel Regency,3.7,-6.098660199999999,140.3151323
Penginapan GG-Celebes,Boven Digoel,4.4,-6.101348499999999,140.304826
Hotel Mandobo City Land,Boven Digoel Regency,0.0,-6.1143736,140.3221803
GUEST HOUSE,Mappi,4.4,-6.5329079,139.3209602
Hotel Grand Avista,Mappi,3.7,-6.540046599999999,139.304703
Hotel Yahukimo 2,Yahukimo regency,3.1,-4.8675637,139.4856768
Hotel Yahukimo 1,Yahukimo regency,3.2,-4.8675637,139.4856768
Hotel Papua,Jembrana Regency,4.2,-8.3519224,114.5470657
Maxone Hotel Loji Kridanggo,Boyolali,4.8,-7.532800999999999,110.6021919
Frontone Budget Hotel Boyolali,Boyolali,4.7,-7.542939599999999,110.6128859
Dya Hotel Boyolali,Boyolali,4.1,-7.538409199999999,110.6173671
HOTEL PURI MERBABU (NEW),Boyolali,4.0,-7.515625500000001,110.5947007
Pondok Indah Hotel,Boyolali,4.3,-7.533028699999999,110.5988962
Hotel Mutiara Indah,Boyolali,3.7,-7.515541999999999,110.589999
Azana Essence Villa Selo Boyolali,Boyolali Regency,4.6,-7.496861,110.4668611
Heritage Hotel Boyolali,Boyolali,4.2,-7.5324599,110.5986271
PM INDAH HOTEL,Boyolali,4.1,-7.534519800000001,110.5913335
Hotel Pondok Asri Boyolali,Boyolali,4.1,-7.5419163,110.6083766
HOTEL BOYOLALI INN,Boyolali,4.5,-7.537367199999999,110.6389486
ATAYA HOTEL,Boyolali,4.1,-7.521222000000001,110.745513
"Front One Hotel Airport Solo, Boyolali",Boyolali,4.4,-7.521079400000001,110.7484836
Hotel Boyolali Indah,Boyolali,4.3,-7.541016999999999,110.630734
Hotel JASMIN,Boyolali,4.4,-7.530305099999999,110.5796751
Santika Homestay,Boyolali,4.9,-7.5007379,110.4613134
Twin Volcanoes Homestay,Boyolali,4.4,-7.5058094,110.4609881
KEMA MERBABU Glamour Camping,Boyolali,4.6,-7.460314599999999,110.4804643
Reddoorz @ Umbul Ponggok Waterpark Klaten,Klaten,4.2,-7.614332399999999,110.6360573
Hotel Kendedes 7,Boyolali,3.6,-7.457520999999999,110.5488807
Grand Dian Hotel Brebes,Brebes,4.5,-6.8739082,109.0433335
King Royal Hotel,Brebes,4.6,-6.8732361,109.047421
Dedy Jaya Hotel Brebes,Brebes,3.7,-6.873820299999999,109.0478134
Hotel Ryola Inn Syariah,Tegal,4.6,-6.858262099999999,109.1315481
Primebiz Tegal,Tegal,4.5,-6.8700313,109.1300466
Hotel Bahari Inn,Tegal,4.3,-6.870526399999999,109.1177537
Premiere Hotel Tegal,Tegal,4.3,-6.854911599999999,109.1418955
Alexander Hotel,Tegal,4.1,-6.869755400000001,109.1341792
Hotel Kencana,Brebes,3.7,-6.8765375,109.0589575
King Guest House,Brebes,4.2,-6.8732148,109.0488858
Karlita Hotel,Tegal,4.3,-6.8574344,109.1320791
KHAS Tegal Hotel,Tegal,4.4,-6.8600989,109.1349094
Hotel Horison Plaza Tegal,Tegal,4.0,-6.8698169,109.1177496
Hotel Kharisma Sejahtera,Brebes,3.4,-6.872482199999999,109.0451853
Guest House Syariah LP3B Brebes RedPartner,Brebes,4.0,-6.947094400000001,108.965145
OYO 93208 Guest House Cemara 2,Brebes,4.0,-6.8830557,109.043834
Riez Palace Hotel,Tegal,4.1,-6.8641476,109.1342191
SPOT ON 90964 Hotel Margadana,Tegal,3.2,-6.8728633,109.1103688
Ranez Inn,Tegal,4.3,-6.8620413,109.1301588
Mr J Suites Syariah Tegal,Tegal,4.4,-6.866950000000001,109.131944
Hotel Santika Bukittinggi,Bukittinggi,4.6,-0.3043966,100.3657448
Grand Rocky Hotel Bukittinggi,Bukittinggi,4.5,-0.3027454,100.3662925
Pusako Hotel,Bukittinggi City,3.9,-0.299107,100.383142
Hotel MERSI Bukittinggi,Bukittinggi,4.3,-0.3041367,100.3656036
Grand Royal Denai Hotel,Bukittinggi,4.4,-0.3013275,100.3672851
Fahira Hotel,Bukittinggi,4.5,-0.3058833,100.367485
Gran Malindo Hotel,Bukittinggi,4.1,-0.3070724,100.3652201
Muara Hotel,Agam,4.5,-0.3368008,100.382479
Hotel Dymens,Bukittinggi,4.1,-0.3106989,100.3724365
Riad Hotel Bukittinggi,Bukittinggi,4.5,-0.2994517,100.3674621
Royal Denai View,Bukittinggi,4.1,-0.3018287,100.3674357
Paviliun Istana Bung Hatta Bukittinggi,Bukittinggi,4.7,-0.3061457,100.3686607
BENHAS Hotel,Bukittinggi,4.0,-0.3079411,100.3685775
Hotel Platinum Low Budget,Bukittinggi,4.2,-0.3028326,100.3678538
Hotel Sultan Syariah Bukittinggi,Agam,4.4,-0.2951928,100.397668
hotel primadini,Bukittinggi,3.9,-0.304399,100.367505
Hotel Aedo Syariah,Bukittinggi,4.0,-0.2969991,100.377602
Urbanview Hotel Ananda Syariah,Bukittinggi,4.2,-0.3036471,100.3667957
Mahkota Family Homestay,Agam,4.7,-0.3260525,100.3815964
Grand Gallery Hotel,Bukittinggi,4.3,-0.3058792,100.3674858
Singaraja Hotel (ex- POP! Hotel Hardys Singaraja Square),Buleleng,4.1,-8.1034151,115.0905369
Lovina Beach Club & Resort,Lovina,4.6,-8.140103,115.051173
Asiana Lovina,Buleleng,4.6,-8.1574286,115.03911
Le Chien Rouge - Hôtel Lovina,Buleleng,4.9,-8.1602649,115.0292183
Bali Paradise Hotel - Boutique Resort,Buleleng,4.5,-8.1561298,115.0291443
The Laviana Hotel,Buleleng,4.7,-8.1537946,115.0373493
Lovina Oasis Hotel,Buleleng,4.5,-8.1596686,115.0298536
Hotel Puri Saron Baruna Beach Cottages,Buleleng Regency,4.4,-8.1334723,115.0570533
1000 Dream Bungalow,Buleleng,4.7,-8.1290056,115.0603328
Boutique Hotel Rambutan RedPartner,Buleleng,4.4,-8.1603452,115.02782
Lovina Vibes Hotel,Buleleng Regency,4.9,-8.1465681,115.0466774
ODIKA LOVINA VILLAS,Buleleng,4.2,-8.155439,115.040714
Hotel Mandari,Buleleng,4.1,-8.1180757,115.0734535
Hotel Melamun,Buleleng Regency,4.7,-8.1536673,115.0375541
RedDoorz near Buleleng Harbour 2,Buleleng,4.3,-8.1045416,115.1052826
Binaria Museum Hotel,Buleleng Regency,4.1,-8.1617832,115.0251503
Kelapa Lovina Beach Villas - Singaraja BALI,Buleleng Regency,4.5,-8.1297388,115.0594959
KAIA LOVINA Guest House,Buleleng,4.9,-8.155775,115.0384077
Sartaya 2 Hotel,Buleleng Regency,4.2,-8.1523329,115.0359835
Banyualit Spa 'n Resort Lovina Bali,Buleleng Regency,4.3,-8.1521907,115.0366298
Woywoy Paradise,Bulukumba Regency,4.0,-5.6124953,120.4676337
Blue Planet Dive Resort,Bulukumba,5.0,-5.6083649,120.4495122
Amatoa Resort,Bulukumba,4.5,-5.617804599999999,120.4590696
Bara Beach Bungalows & Restaurant,Bulukumba Regency,4.5,-5.608543999999999,120.438677
Cosmos Bungalows,Bulukumba Regency,4.4,-5.606848299999999,120.4460202
Same Resort Bira Beach,Bulukumba,4.4,-5.613937,120.4569975
Hotel Kirei Bantaeng,Bantaeng Regency,4.3,-5.5481508,119.9498838
Woywoy Sunrise Bira,Bulukumba Regency,4.1,-5.6100507,120.4664163
Tevana House Reef,Bulukumba Regency,4.6,-5.6074934,120.4456787
Balatoa Bungalow,Bulukumba,4.2,-5.6150137,120.4579347
Hakuna Matata Resort,Bulukumba,4.4,-5.6159094,120.457784
Nini's Beach Bungalows,Bulukumba Regency,4.6,-5.6067722,120.4449368
Villa Panrang Luhu,,4.7,-5.600961499999999,120.4616317
Hotel AGRI,Bulukumba,4.0,-5.5578504,120.1889471
Phinisi Hostel Bira,Bulukumba Regency,4.5,-5.6021189,120.4618998
Paduppa Resort Bira,Bulukumba Regency,4.7,-5.610382899999999,120.452433
Hotel Riswan Guest House,Bulukumba Regency,4.4,-5.6141841,120.4595476
Anda Hotel,Bulukumba Regency,4.1,-5.6130556,120.4558333
Villa Panrangluhu,,5.0,-5.6009044,120.4616271
Bira Beach Hotel And Restaurant,Bulukumba Regency,4.0,-5.6147424,120.4575825
Luminor Hotel Tanjung Selor,Bulungan,4.6,2.8694015,117.3709253
Bulungan Home,Jakarta Selatan,4.8,-6.2440584,106.7969064
Grand Pangeran Khar Hotel,Bulungan Regency,4.2,2.8516445,117.3629216
Crown Hotel,Bulungan,4.1,2.8454521,117.367556
hotel bodhi,Bulungan,4.6,2.8473023,117.3756613
NEO CITY HOTEL,Bulungan,4.4,2.8564956,117.3722385
DC MEGA HOTEL,Bulungan,4.2,2.8550595,117.3689222
Hotel Grand Anugerah,Bulungan Regency,4.2,2.8418074,117.4010949
Hotel River View,Bulungan,4.3,2.8405275,117.3616312
Hotel Platinum,Bulungan,3.9,2.8502471,117.3753578
SM Hotel Syariah,Bulungan,4.6,2.8512758,117.3740284
Reddoorz @ Tanjung Selor,Bulungan,3.8,2.8443812,117.3700877
OYO 91936 Hotel Lima Dara,Bulungan Regency,3.1,2.8540448,117.3717504
Hotel B&C,Bulungan,4.1,2.8398515,117.3629176
Hotel KALTARA,Bulungan Regency,3.7,2.8553294,117.3657769
Hotel Tanjung Permai,Bulungan,3.3,2.8521788,117.3703298
Mess 88 Tanjung Selor,Bulungan Regency,4.2,2.8523686,117.3709582
Penginapan Bahagia,Bulungan,4.1,2.8353713,117.3622689
Hotel Yordan,Bulungan,3.7,2.8390445,117.3632327
Hotel B'Lien,Bulungan,3.8,2.8465169,117.3618158
POP! Hotel Sangaji,Yogyakarta,4.2,-7.7813117,110.367661
Super OYO 1582 Bungo Guest House,Bungo,3.8,-1.4895588,102.1206435
Yellow Star Hotel - Gejayan,Sleman,4.4,-7.771216900000001,110.3897545
SQUAD BUNGO JAMBI,Sleman,0.0,-7.7407401,110.4313263
Hotel Sri Utami,Buol Regency,3.9,1.1559374,121.4129767
Hotel Surya Wisata,Buol,4.2,1.1622792,121.4311531
AVRA HOTEL,Buol Regency,4.8,1.1751427,121.4196586
Hotel Terus Lancar,Buol Regency,4.1,1.1613033,121.4320828
M3 Hotel,Buol,3.9,1.164443,121.4301457
hotel mustika,Buol,4.3,1.1610499,121.423939
Century Inn,Buol,4.4,1.1640316,121.4312291
Hotel Pantai Indah,Buol Regency,4.1,1.1912416,121.4197306
Hotel Sinar Lancar,Buol,4.3,1.1591298,121.4362113
Hotel Three Putra,Buol,3.2,1.1624956,121.4248451
Hotel Berkat Usaha,Buol,4.3,1.1613244,121.430654
HOTEL NISA,Buol Regency,3.5,1.1680512,121.4273132
Penginapan Citra Rezky,Buol,3.6,1.1851887,121.4164839
Penginapan SETIAWAN,Buol Regency,2.8,1.1889132,121.4189163
Hotel SULBAR,Toli-Toli Regency,4.2,1.0408231,120.8100212
Hotel Golden Sri,Pohuwato Regency,3.9,0.4674180000000001,121.954542
Brizky Hotel,Palu,3.9,-0.853389,119.8822608
Hotel Kota,Banggai,4.3,-0.950584,122.7917102
Hotel Dinifitri,Toli-Toli,3.2,1.0396148,120.8210687
Hotel Grand city,Banggai,4.1,-0.847557,122.1673465
Kay'Nawa Hotel,Buru Regency,4.4,-3.26202,127.0970441
Hotel Awista,Buru,4.0,-3.2644463,127.0882974
Grand Sarah Hotel,Buru Regency,3.9,-3.2749067,127.0969168
Penginapan RARA,Buru Regency,3.6,-3.2678873,127.0952923
Penginapan Haider,Buru,3.7,-3.2811294,127.0972991
Hotel Golden Alfri's,Buru Selatan,3.9,-3.841851,126.737995
Penginapan Puri Indah,Buru Regency,3.7,-3.3553579,126.9789977
Hotel SEA,Ambon,3.9,-3.6684978,128.1983086
Java Boutique Hotel,Malang,4.5,-7.971806899999999,112.6167836
